Country,Time,Balance,Product,Value,Unit
OECD Americas,13-Apr,Net Electricity Production,Natural Gas,94940.898,GWh
OECD Americas,13-Apr,Net Electricity Production,Combustible Renewables,5798.955,GWh
OECD Americas,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,847.711,GWh
OECD Americas,13-Apr,Net Electricity Production,Geothermal,1739.341,GWh
OECD Americas,13-Apr,Net Electricity Production,Solar,1335.45,GWh
OECD Americas,13-Apr,Net Electricity Production,Other Renewables,2.39,GWh
OECD Americas,13-Apr,Net Electricity Production,Not Specified,547.751,GWh
OECD Americas,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",88372.106,GWh
OECD Americas,13-Apr,Total Imports,Electricity,6343.042,GWh
OECD Americas,13-Apr,Total Exports,Electricity,5964.755,GWh
OECD Americas,13-Apr,Used for pumped storage,Electricity,1799.358,GWh
OECD Americas,13-Apr,Distribution Losses,Electricity,26966.925,GWh
OECD Americas,13-Apr,Final Consumption (Calculated),Electricity,352747.711,GWh
OECD Americas,13-Apr,Net Electricity Production,Wind,19451.786,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Electricity,142570.186,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Nuclear,11516.76,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Hydro,11190.944,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Total Combustible Fuels,114105.392,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",50269.055,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Oil and Petroleum Products,13072.623,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Natural Gas,47494.117,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Combustible Renewables,1600.194,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,1056.752,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Geothermal,649.875,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Solar,1738.74,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Other Renewables,40.25,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Not Specified,1876.469,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16671.759,GWh
OECD Asia Oceania,13-Apr,Total Imports,Electricity,0,GWh
OECD Asia Oceania,13-Apr,Total Exports,Electricity,0,GWh
OECD Asia Oceania,13-Apr,Used for pumped storage,Electricity,1176.033,GWh
OECD Asia Oceania,13-Apr,Distribution Losses,Electricity,6292.759,GWh
OECD Asia Oceania,13-Apr,Final Consumption (Calculated),Electricity,135101.392,GWh
OECD Asia Oceania,13-Apr,Net Electricity Production,Wind,1451.756,GWh
OECD Europe,13-Apr,Net Electricity Production,Electricity,278922.313,GWh
OECD Europe,13-Apr,Net Electricity Production,Nuclear,66093.895,GWh
OECD Europe,13-Apr,Net Electricity Production,Hydro,55371.468,GWh
OECD Europe,13-Apr,Net Electricity Production,Total Combustible Fuels,128403.643,GWh
OECD Europe,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",67588.792,GWh
OECD Europe,13-Apr,Net Electricity Production,Oil and Petroleum Products,4378.137,GWh
OECD Europe,13-Apr,Net Electricity Production,Natural Gas,42758.263,GWh
OECD Europe,13-Apr,Net Electricity Production,Combustible Renewables,12046.346,GWh
OECD Europe,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,1632.045,GWh
OECD Europe,13-Apr,Net Electricity Production,Geothermal,980.735,GWh
OECD Europe,13-Apr,Net Electricity Production,Solar,8530.796,GWh
OECD Europe,13-Apr,Net Electricity Production,Other Renewables,34.459,GWh
OECD Europe,13-Apr,Net Electricity Production,Not Specified,414.469,GWh
OECD Europe,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",96056.653,GWh
OECD Europe,13-Apr,Total Imports,Electricity,29126.619,GWh
OECD Europe,13-Apr,Total Exports,Electricity,27256.948,GWh
OECD Europe,13-Apr,Used for pumped storage,Electricity,4268.511,GWh
OECD Europe,13-Apr,Distribution Losses,Electricity,19899.115,GWh
OECD Europe,13-Apr,Final Consumption (Calculated),Electricity,256624.363,GWh
OECD Europe,13-Apr,Net Electricity Production,Wind,19092.849,GWh
OECD Total,13-Apr,Net Electricity Production,Electricity,802628.207,GWh
OECD Total,13-Apr,Net Electricity Production,Nuclear,142703.027,GWh
OECD Total,13-Apr,Net Electricity Production,Hydro,126606.596,GWh
OECD Total,13-Apr,Net Electricity Production,Total Combustible Fuels,475431.471,GWh
OECD Total,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",241849.787,GWh
OECD Total,13-Apr,Net Electricity Production,Oil and Petroleum Products,24793.693,GWh
OECD Total,13-Apr,Net Electricity Production,Natural Gas,185193.278,GWh
OECD Total,13-Apr,Net Electricity Production,Combustible Renewables,19445.495,GWh
OECD Total,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,3536.508,GWh
OECD Total,13-Apr,Net Electricity Production,Geothermal,3369.951,GWh
OECD Total,13-Apr,Net Electricity Production,Solar,11604.986,GWh
OECD Total,13-Apr,Net Electricity Production,Other Renewables,77.099,GWh
OECD Total,13-Apr,Net Electricity Production,Not Specified,2838.689,GWh
OECD Total,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",201100.518,GWh
OECD Total,13-Apr,Total Imports,Electricity,35469.661,GWh
OECD Total,13-Apr,Total Exports,Electricity,33221.703,GWh
OECD Total,13-Apr,Used for pumped storage,Electricity,7243.902,GWh
OECD Total,13-Apr,Distribution Losses,Electricity,53158.799,GWh
OECD Total,13-Apr,Final Consumption (Calculated),Electricity,744473.466,GWh
OECD Total,13-Apr,Net Electricity Production,Wind,39996.391,GWh
IEA Total,13-Apr,Net Electricity Production,Electricity,793605.915,GWh
IEA Total,13-Apr,Net Electricity Production,Nuclear,142202.027,GWh
IEA Total,13-Apr,Net Electricity Production,Hydro,123141.217,GWh
IEA Total,13-Apr,Net Electricity Production,Total Combustible Fuels,470903.512,GWh
IEA Total,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",239280.963,GWh
IEA Total,13-Apr,Net Electricity Production,Oil and Petroleum Products,24467.975,GWh
IEA Total,13-Apr,Net Electricity Production,Natural Gas,184027.546,GWh
IEA Total,13-Apr,Net Electricity Production,Combustible Renewables,18978.38,GWh
IEA Total,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,3535.937,GWh
IEA Total,13-Apr,Net Electricity Production,Geothermal,2928.951,GWh
IEA Total,13-Apr,Net Electricity Production,Solar,11582.495,GWh
IEA Total,13-Apr,Net Electricity Production,Other Renewables,77.099,GWh
IEA Total,13-Apr,Net Electricity Production,Not Specified,2825.022,GWh
IEA Total,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",196653.737,GWh
IEA Total,13-Apr,Total Imports,Electricity,34578.678,GWh
IEA Total,13-Apr,Total Exports,Electricity,31985.373,GWh
IEA Total,13-Apr,Used for pumped storage,Electricity,7199.754,GWh
IEA Total,13-Apr,Distribution Losses,Electricity,52610.649,GWh
IEA Total,13-Apr,Final Consumption (Calculated),Electricity,736388.819,GWh
IEA Total,13-Apr,Net Electricity Production,Wind,39945.595,GWh
Australia,13-Mar,Net Electricity Production,Electricity,19604.488,GWh
Australia,13-Mar,Net Electricity Production,Hydro,1304.397,GWh
Australia,13-Mar,Net Electricity Production,Total Combustible Fuels,17183.147,GWh
Australia,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",12782.265,GWh
Australia,13-Mar,Net Electricity Production,Oil and Petroleum Products,122.426,GWh
Australia,13-Mar,Net Electricity Production,Natural Gas,4032.348,GWh
Australia,13-Mar,Net Electricity Production,Combustible Renewables,246.108,GWh
Australia,13-Mar,Net Electricity Production,Geothermal,0.083,GWh
Australia,13-Mar,Net Electricity Production,Solar,332.876,GWh
Australia,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2667.449,GWh
Australia,13-Mar,Used for pumped storage,Electricity,18.691,GWh
Australia,13-Mar,Distribution Losses,Electricity,1135.196,GWh
Australia,13-Mar,Final Consumption (Calculated),Electricity,18450.601,GWh
Australia,13-Mar,Net Electricity Production,Wind,783.985,GWh
Austria,13-Mar,Net Electricity Production,Electricity,5555.285,GWh
Austria,13-Mar,Net Electricity Production,Hydro,3255.907,GWh
Austria,13-Mar,Net Electricity Production,Total Combustible Fuels,1904.16,GWh
Austria,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",611.457,GWh
Austria,13-Mar,Net Electricity Production,Oil and Petroleum Products,71.232,GWh
Austria,13-Mar,Net Electricity Production,Natural Gas,800.408,GWh
Austria,13-Mar,Net Electricity Production,Combustible Renewables,371.792,GWh
Austria,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,49.271,GWh
Austria,13-Mar,Net Electricity Production,Geothermal,0.024,GWh
Austria,13-Mar,Net Electricity Production,Solar,56.135,GWh
Austria,13-Mar,Net Electricity Production,Not Specified,0.97,GWh
Austria,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4021.946,GWh
Austria,13-Mar,Total Imports,Electricity,2608.559,GWh
Austria,13-Mar,Total Exports,Electricity,1504.946,GWh
Austria,13-Mar,Used for pumped storage,Electricity,514.417,GWh
Austria,13-Mar,Distribution Losses,Electricity,316.185,GWh
Austria,13-Mar,Final Consumption (Calculated),Electricity,5828.297,GWh
Austria,13-Mar,Net Electricity Production,Wind,338.088,GWh
Belgium,13-Mar,Net Electricity Production,Electricity,6967.134,GWh
Belgium,13-Mar,Net Electricity Production,Nuclear,2891.418,GWh
Belgium,13-Mar,Net Electricity Production,Hydro,145.818,GWh
Belgium,13-Mar,Net Electricity Production,Total Combustible Fuels,3429.105,GWh
Belgium,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",554.211,GWh
Belgium,13-Mar,Net Electricity Production,Oil and Petroleum Products,24.475,GWh
Belgium,13-Mar,Net Electricity Production,Natural Gas,2287.776,GWh
Belgium,13-Mar,Net Electricity Production,Combustible Renewables,454.821,GWh
Belgium,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,107.822,GWh
Belgium,13-Mar,Net Electricity Production,Solar,181.267,GWh
Belgium,13-Mar,Net Electricity Production,Not Specified,32.667,GWh
Belgium,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1068.765,GWh
Belgium,13-Mar,Total Imports,Electricity,1725.018,GWh
Belgium,13-Mar,Total Exports,Electricity,394.254,GWh
Belgium,13-Mar,Used for pumped storage,Electricity,150.903,GWh
Belgium,13-Mar,Distribution Losses,Electricity,356.199,GWh
Belgium,13-Mar,Final Consumption (Calculated),Electricity,7790.796,GWh
Belgium,13-Mar,Net Electricity Production,Wind,286.859,GWh
Canada,13-Mar,Net Electricity Production,Electricity,56677.713,GWh
Canada,13-Mar,Net Electricity Production,Nuclear,7356.961,GWh
Canada,13-Mar,Net Electricity Production,Hydro,35820.377,GWh
Canada,13-Mar,Net Electricity Production,Total Combustible Fuels,11704.54,GWh
Canada,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",5392.282,GWh
Canada,13-Mar,Net Electricity Production,Oil and Petroleum Products,638.984,GWh
Canada,13-Mar,Net Electricity Production,Natural Gas,4850.576,GWh
Canada,13-Mar,Net Electricity Production,Combustible Renewables,815.584,GWh
Canada,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,7.114,GWh
Canada,13-Mar,Net Electricity Production,Solar,101.577,GWh
Canada,13-Mar,Net Electricity Production,Other Renewables,2.499,GWh
Canada,13-Mar,Net Electricity Production,Not Specified,203.417,GWh
Canada,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",38228.38,GWh
Canada,13-Mar,Total Imports,Electricity,895.139,GWh
Canada,13-Mar,Total Exports,Electricity,5085.322,GWh
Canada,13-Mar,Used for pumped storage,Electricity,19.388,GWh
Canada,13-Mar,Distribution Losses,Electricity,4727.716,GWh
Canada,13-Mar,Final Consumption (Calculated),Electricity,47740.425,GWh
Canada,13-Mar,Net Electricity Production,Wind,1488.343,GWh
Chile,13-Mar,Net Electricity Production,Electricity,5872.474,GWh
Chile,13-Mar,Net Electricity Production,Hydro,1325.596,GWh
Chile,13-Mar,Net Electricity Production,Total Combustible Fuels,4492.238,GWh
Chile,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",2553.965,GWh
Chile,13-Mar,Net Electricity Production,Oil and Petroleum Products,331.001,GWh
Chile,13-Mar,Net Electricity Production,Natural Gas,1125.96,GWh
Chile,13-Mar,Net Electricity Production,Combustible Renewables,481.312,GWh
Chile,13-Mar,Net Electricity Production,Solar,0.527,GWh
Chile,13-Mar,Net Electricity Production,Not Specified,13.667,GWh
Chile,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1847.881,GWh
Chile,13-Mar,Distribution Losses,Electricity,416.691,GWh
Chile,13-Mar,Final Consumption (Calculated),Electricity,5455.783,GWh
Chile,13-Mar,Net Electricity Production,Wind,40.446,GWh
Czech Republic,13-Mar,Net Electricity Production,Electricity,7486.12,GWh
Czech Republic,13-Mar,Net Electricity Production,Nuclear,2516.996,GWh
Czech Republic,13-Mar,Net Electricity Production,Hydro,378.507,GWh
Czech Republic,13-Mar,Net Electricity Production,Total Combustible Fuels,4382.403,GWh
Czech Republic,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",3876.565,GWh
Czech Republic,13-Mar,Net Electricity Production,Oil and Petroleum Products,6.161,GWh
Czech Republic,13-Mar,Net Electricity Production,Natural Gas,162.501,GWh
Czech Republic,13-Mar,Net Electricity Production,Combustible Renewables,331.945,GWh
Czech Republic,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,5.231,GWh
Czech Republic,13-Mar,Net Electricity Production,Solar,155.55,GWh
Czech Republic,13-Mar,Net Electricity Production,Not Specified,5.667,GWh
Czech Republic,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",912.999,GWh
Czech Republic,13-Mar,Total Imports,Electricity,880,GWh
Czech Republic,13-Mar,Total Exports,Electricity,2416.191,GWh
Czech Republic,13-Mar,Used for pumped storage,Electricity,127.602,GWh
Czech Republic,13-Mar,Distribution Losses,Electricity,378.535,GWh
Czech Republic,13-Mar,Final Consumption (Calculated),Electricity,5443.792,GWh
Czech Republic,13-Mar,Net Electricity Production,Wind,46.997,GWh
Denmark,13-Mar,Net Electricity Production,Electricity,3672.552,GWh
Denmark,13-Mar,Net Electricity Production,Hydro,1.168,GWh
Denmark,13-Mar,Net Electricity Production,Total Combustible Fuels,2459.118,GWh
Denmark,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1522.214,GWh
Denmark,13-Mar,Net Electricity Production,Oil and Petroleum Products,37.384,GWh
Denmark,13-Mar,Net Electricity Production,Natural Gas,363.938,GWh
Denmark,13-Mar,Net Electricity Production,Combustible Renewables,459.422,GWh
Denmark,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,76.159,GWh
Denmark,13-Mar,Net Electricity Production,Solar,51.601,GWh
Denmark,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1672.856,GWh
Denmark,13-Mar,Total Imports,Electricity,797.844,GWh
Denmark,13-Mar,Total Exports,Electricity,1289.226,GWh
Denmark,13-Mar,Distribution Losses,Electricity,191.747,GWh
Denmark,13-Mar,Final Consumption (Calculated),Electricity,2989.424,GWh
Denmark,13-Mar,Net Electricity Production,Wind,1160.665,GWh
Estonia,13-Mar,Net Electricity Production,Electricity,1104.687,GWh
Estonia,13-Mar,Net Electricity Production,Hydro,1.842,GWh
Estonia,13-Mar,Net Electricity Production,Total Combustible Fuels,1058.065,GWh
Estonia,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",979.376,GWh
Estonia,13-Mar,Net Electricity Production,Oil and Petroleum Products,10.98,GWh
Estonia,13-Mar,Net Electricity Production,Natural Gas,7.403,GWh
Estonia,13-Mar,Net Electricity Production,Combustible Renewables,55.316,GWh
Estonia,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,4.991,GWh
Estonia,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",101.938,GWh
Estonia,13-Mar,Total Imports,Electricity,297,GWh
Estonia,13-Mar,Total Exports,Electricity,583.907,GWh
Estonia,13-Mar,Distribution Losses,Electricity,86.865,GWh
Estonia,13-Mar,Final Consumption (Calculated),Electricity,730.914,GWh
Estonia,13-Mar,Net Electricity Production,Wind,44.78,GWh
Finland,13-Mar,Net Electricity Production,Electricity,7255.209,GWh
Finland,13-Mar,Net Electricity Production,Nuclear,2045.91,GWh
Finland,13-Mar,Net Electricity Production,Hydro,1240,GWh
Finland,13-Mar,Net Electricity Production,Total Combustible Fuels,3883.011,GWh
Finland,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1828.377,GWh
Finland,13-Mar,Net Electricity Production,Oil and Petroleum Products,24.625,GWh
Finland,13-Mar,Net Electricity Production,Natural Gas,757.684,GWh
Finland,13-Mar,Net Electricity Production,Combustible Renewables,1237.301,GWh
Finland,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,35.025,GWh
Finland,13-Mar,Net Electricity Production,Solar,0.872,GWh
Finland,13-Mar,Net Electricity Production,Not Specified,22.417,GWh
Finland,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2541.173,GWh
Finland,13-Mar,Total Imports,Electricity,1276.218,GWh
Finland,13-Mar,Total Exports,Electricity,141.849,GWh
Finland,13-Mar,Distribution Losses,Electricity,258.349,GWh
Finland,13-Mar,Final Consumption (Calculated),Electricity,8131.23,GWh
Finland,13-Mar,Net Electricity Production,Wind,63,GWh
France,13-Mar,Net Electricity Production,Electricity,52966.678,GWh
France,13-Mar,Net Electricity Production,Nuclear,36781.04,GWh
France,13-Mar,Net Electricity Production,Hydro,6542.843,GWh
France,13-Mar,Net Electricity Production,Total Combustible Fuels,7646.486,GWh
France,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",3425.493,GWh
France,13-Mar,Net Electricity Production,Oil and Petroleum Products,831.315,GWh
France,13-Mar,Net Electricity Production,Natural Gas,2392.823,GWh
France,13-Mar,Net Electricity Production,Combustible Renewables,720.356,GWh
France,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,276.499,GWh
France,13-Mar,Net Electricity Production,Geothermal,6.768,GWh
France,13-Mar,Net Electricity Production,Solar,516.44,GWh
France,13-Mar,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Mar,Net Electricity Production,Not Specified,66.921,GWh
France,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9192.587,GWh
France,13-Mar,Total Imports,Electricity,1678.386,GWh
France,13-Mar,Total Exports,Electricity,3406.022,GWh
France,13-Mar,Used for pumped storage,Electricity,609.497,GWh
France,13-Mar,Distribution Losses,Electricity,3710.151,GWh
France,13-Mar,Final Consumption (Calculated),Electricity,46919.394,GWh
France,13-Mar,Net Electricity Production,Wind,1372.138,GWh
Germany,13-Mar,Net Electricity Production,Electricity,56612.207,GWh
Germany,13-Mar,Net Electricity Production,Nuclear,8876.218,GWh
Germany,13-Mar,Net Electricity Production,Hydro,2512.588,GWh
Germany,13-Mar,Net Electricity Production,Total Combustible Fuels,37675.595,GWh
Germany,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",25892.606,GWh
Germany,13-Mar,Net Electricity Production,Oil and Petroleum Products,623.287,GWh
Germany,13-Mar,Net Electricity Production,Natural Gas,7315.814,GWh
Germany,13-Mar,Net Electricity Production,Combustible Renewables,3358.495,GWh
Germany,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,485.393,GWh
Germany,13-Mar,Net Electricity Production,Geothermal,3.073,GWh
Germany,13-Mar,Net Electricity Production,Solar,2402.737,GWh
Germany,13-Mar,Net Electricity Production,Not Specified,125.74,GWh
Germany,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13293.149,GWh
Germany,13-Mar,Total Imports,Electricity,2743.999,GWh
Germany,13-Mar,Total Exports,Electricity,7485.513,GWh
Germany,13-Mar,Used for pumped storage,Electricity,693.933,GWh
Germany,13-Mar,Distribution Losses,Electricity,2267.066,GWh
Germany,13-Mar,Final Consumption (Calculated),Electricity,48909.695,GWh
Germany,13-Mar,Net Electricity Production,Wind,5016.256,GWh
Greece,13-Mar,Net Electricity Production,Electricity,4337.095,GWh
Greece,13-Mar,Net Electricity Production,Hydro,1120.173,GWh
Greece,13-Mar,Net Electricity Production,Total Combustible Fuels,2561.287,GWh
Greece,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",1573.564,GWh
Greece,13-Mar,Net Electricity Production,Oil and Petroleum Products,322.626,GWh
Greece,13-Mar,Net Electricity Production,Natural Gas,647.16,GWh
Greece,13-Mar,Net Electricity Production,Combustible Renewables,12.872,GWh
Greece,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,5.065,GWh
Greece,13-Mar,Net Electricity Production,Solar,211.766,GWh
Greece,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1788.679,GWh
Greece,13-Mar,Total Imports,Electricity,474.725,GWh
Greece,13-Mar,Total Exports,Electricity,530.202,GWh
Greece,13-Mar,Used for pumped storage,Electricity,9.489,GWh
Greece,13-Mar,Distribution Losses,Electricity,319.339,GWh
Greece,13-Mar,Final Consumption (Calculated),Electricity,3952.791,GWh
Greece,13-Mar,Net Electricity Production,Wind,443.868,GWh
Hungary,13-Mar,Net Electricity Production,Electricity,2615.788,GWh
Hungary,13-Mar,Net Electricity Production,Nuclear,1430.575,GWh
Hungary,13-Mar,Net Electricity Production,Hydro,9.683,GWh
Hungary,13-Mar,Net Electricity Production,Total Combustible Fuels,1085.549,GWh
Hungary,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",450.565,GWh
Hungary,13-Mar,Net Electricity Production,Oil and Petroleum Products,5.894,GWh
Hungary,13-Mar,Net Electricity Production,Natural Gas,482.249,GWh
Hungary,13-Mar,Net Electricity Production,Combustible Renewables,139.169,GWh
Hungary,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,7.673,GWh
Hungary,13-Mar,Net Electricity Production,Solar,1.543,GWh
Hungary,13-Mar,Net Electricity Production,Not Specified,2.417,GWh
Hungary,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",236.416,GWh
Hungary,13-Mar,Total Imports,Electricity,1207.782,GWh
Hungary,13-Mar,Total Exports,Electricity,361.848,GWh
Hungary,13-Mar,Distribution Losses,Electricity,314.57,GWh
Hungary,13-Mar,Final Consumption (Calculated),Electricity,3147.152,GWh
Hungary,13-Mar,Net Electricity Production,Wind,86.021,GWh
Iceland,13-Mar,Net Electricity Production,Electricity,1578.54,GWh
Iceland,13-Mar,Net Electricity Production,Hydro,1116.635,GWh
Iceland,13-Mar,Net Electricity Production,Total Combustible Fuels,0.226,GWh
Iceland,13-Mar,Net Electricity Production,Oil and Petroleum Products,0.226,GWh
Iceland,13-Mar,Net Electricity Production,Geothermal,461.316,GWh
Iceland,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1578.314,GWh
Iceland,13-Mar,Distribution Losses,Electricity,32.802,GWh
Iceland,13-Mar,Final Consumption (Calculated),Electricity,1545.738,GWh
Iceland,13-Mar,Net Electricity Production,Wind,0.363,GWh
Ireland,13-Mar,Net Electricity Production,Electricity,2507.297,GWh
Ireland,13-Mar,Net Electricity Production,Hydro,81.078,GWh
Ireland,13-Mar,Net Electricity Production,Total Combustible Fuels,1993.431,GWh
Ireland,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",629.574,GWh
Ireland,13-Mar,Net Electricity Production,Oil and Petroleum Products,45.21,GWh
Ireland,13-Mar,Net Electricity Production,Natural Gas,1282.3,GWh
Ireland,13-Mar,Net Electricity Production,Combustible Renewables,32.031,GWh
Ireland,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,4.316,GWh
Ireland,13-Mar,Net Electricity Production,Solar,0.055,GWh
Ireland,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",545.897,GWh
Ireland,13-Mar,Total Imports,Electricity,47.851,GWh
Ireland,13-Mar,Total Exports,Electricity,29.399,GWh
Ireland,13-Mar,Used for pumped storage,Electricity,50.776,GWh
Ireland,13-Mar,Distribution Losses,Electricity,184.899,GWh
Ireland,13-Mar,Final Consumption (Calculated),Electricity,2290.074,GWh
Ireland,13-Mar,Net Electricity Production,Wind,432.733,GWh
Italy,13-Mar,Net Electricity Production,Electricity,23899.826,GWh
Italy,13-Mar,Net Electricity Production,Hydro,3853.718,GWh
Italy,13-Mar,Net Electricity Production,Total Combustible Fuels,16174.724,GWh
Italy,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",4080.176,GWh
Italy,13-Mar,Net Electricity Production,Oil and Petroleum Products,1302.648,GWh
Italy,13-Mar,Net Electricity Production,Natural Gas,9160.687,GWh
Italy,13-Mar,Net Electricity Production,Combustible Renewables,1438.196,GWh
Italy,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,193.016,GWh
Italy,13-Mar,Net Electricity Production,Geothermal,440.241,GWh
Italy,13-Mar,Net Electricity Production,Solar,1468.564,GWh
Italy,13-Mar,Net Electricity Production,Not Specified,60.083,GWh
Italy,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9103.214,GWh
Italy,13-Mar,Total Imports,Electricity,3791.257,GWh
Italy,13-Mar,Total Exports,Electricity,126.089,GWh
Italy,13-Mar,Used for pumped storage,Electricity,177.831,GWh
Italy,13-Mar,Distribution Losses,Electricity,1816.188,GWh
Italy,13-Mar,Final Consumption (Calculated),Electricity,25570.974,GWh
Italy,13-Mar,Net Electricity Production,Wind,1902.495,GWh
Japan,13-Mar,Net Electricity Production,Electricity,85770.51,GWh
Japan,13-Mar,Net Electricity Production,Nuclear,1417.363,GWh
Japan,13-Mar,Net Electricity Production,Hydro,6907.801,GWh
Japan,13-Mar,Net Electricity Production,Total Combustible Fuels,74276.581,GWh
Japan,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",25717.324,GWh
Japan,13-Mar,Net Electricity Production,Oil and Petroleum Products,11542.843,GWh
Japan,13-Mar,Net Electricity Production,Natural Gas,34718.214,GWh
Japan,13-Mar,Net Electricity Production,Combustible Renewables,1162.556,GWh
Japan,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,1135.643,GWh
Japan,13-Mar,Net Electricity Production,Geothermal,201.694,GWh
Japan,13-Mar,Net Electricity Production,Solar,626.011,GWh
Japan,13-Mar,Net Electricity Production,Not Specified,1740.144,GWh
Japan,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9498.978,GWh
Japan,13-Mar,Used for pumped storage,Electricity,843.741,GWh
Japan,13-Mar,Distribution Losses,Electricity,3515.433,GWh
Japan,13-Mar,Final Consumption (Calculated),Electricity,81411.336,GWh
Japan,13-Mar,Net Electricity Production,Wind,600.916,GWh
Korea,13-Mar,Net Electricity Production,Electricity,43836.141,GWh
Korea,13-Mar,Net Electricity Production,Nuclear,11527.908,GWh
Korea,13-Mar,Net Electricity Production,Hydro,573.414,GWh
Korea,13-Mar,Net Electricity Production,Total Combustible Fuels,31383.3,GWh
